TAHUN;BULAN;RUTE;KODE;JENIS BANGUNAN;JML. SR;KATEGORI GOLONGAN;KONSUMSI (M3)
2023;APRIL;RUTE: A146;15;SEKOLAH NEGERI;3;Gol. III;494
2023;APRIL;RUTE: A146;21;RUMAH TANGGA A;9;Gol. II;127
2023;APRIL;RUTE: A146;24;RUMAH TANGGA B;8;Gol. II;61
2023;APRIL;RUTE: A146;31;NIAGA KECIL;2;Gol. III;58
2023;APRIL;RUTE: A146;32;INSTANSI PEMERINTAH;25;Gol. III;2004
2023;APRIL;RUTE: A146;46;TNI / POLRI;2;Gol. III;57
2023;APRIL;RUTE: A147;13;RUMAH IBADAH;1;Gol. I;0
2023;APRIL;RUTE: A147;21;RUMAH TANGGA A;56;Gol. II;516
2023;APRIL;RUTE: A147;24;RUMAH TANGGA B;52;Gol. II;828
2023;APRIL;RUTE: A148;21;RUMAH TANGGA A;54;Gol. II;580
2023;APRIL;RUTE: A148;22;YAYASAN SOSIAL;1;Gol. I;88
2023;APRIL;RUTE: A148;24;RUMAH TANGGA B;23;Gol. II;523
2023;APRIL;RUTE: A148;31;NIAGA KECIL;10;Gol. III;92
2023;APRIL;RUTE: A148;32;INSTANSI PEMERINTAH;1;Gol. III;2
2023;APRIL;RUTE: A149;21;RUMAH TANGGA A;1;Gol. II;17
2023;APRIL;RUTE: A150;24;RUMAH TANGGA B;4;Gol. II;32
2023;APRIL;RUTE: A151;31;NIAGA KECIL;1;Gol. III;9
2023;APRIL;RUTE: A150;21;RUMAH TANGGA A;51;Gol. II;502
2023;APRIL;RUTE: A150;24;RUMAH TANGGA B;1;Gol. II;35
2023;APRIL;RUTE: A151;21;RUMAH TANGGA A;23;Gol. II;208
2023;APRIL;RUTE: A151;24;RUMAH TANGGA B;1;Gol. II;25
2023;APRIL;RUTE: A152;11;HIDRAN UMUM;1;Gol. I;0
2023;APRIL;RUTE: A152;21;RUMAH TANGGA A;5;Gol. II;2
2023;APRIL;RUTE: A152;24;RUMAH TANGGA B;22;Gol. II;102
2023;APRIL;RUTE: A153;13;RUMAH IBADAH;2;Gol. I;149
2023;APRIL;RUTE: A153;21;RUMAH TANGGA A;150;Gol. II;1150
2023;APRIL;RUTE: A153;24;RUMAH TANGGA B;16;Gol. II;241
2023;APRIL;RUTE: A153;32;INSTANSI PEMERINTAH;2;Gol. III;1
2023;APRIL;RUTE: A154;13;RUMAH IBADAH;1;Gol. I;0
2023;APRIL;RUTE: A154;21;RUMAH TANGGA A;25;Gol. II;435
2023;APRIL;RUTE: A154;24;RUMAH TANGGA B;30;Gol. II;476
2023;APRIL;RUTE: A154;25;RUMAH TANGGA C;1;Gol. II;9
2023;APRIL;RUTE: A154;31;NIAGA KECIL;8;Gol. III;184
2023;APRIL;RUTE: A154;44;KLINIK PEMERINTAH;1;Gol. III;11
2023;MEI;RUTE: A101;13;RUMAH IBADAH;2;Gol. I;1340
2023;MEI;RUTE: A101;15;SEKOLAH NEGERI;2;Gol. III;81
2023;MEI;RUTE: A101;21;RUMAH TANGGA A;143;Gol. II;3003
2023;MEI;RUTE: A101;24;RUMAH TANGGA B;53;Gol. II;1321
2023;MEI;RUTE: A101;25;RUMAH TANGGA C;3;Gol. II;212
2023;MEI;RUTE: A101;31;NIAGA KECIL;189;Gol. III;3214
2023;MEI;RUTE: A101;32;INSTANSI PEMERINTAH;13;Gol. III;1501
2023;MEI;RUTE: A101;33;NIAGA MENENGAH;3;Gol. III;108
2023;MEI;RUTE: A101;36;FIRE HYDRANT;3;Gol. I;45
2023;MEI;RUTE: A101;46;TNI / POLRI;1;Gol. III;3371
2023;MEI;RUTE: A102;13;RUMAH IBADAH;1;Gol. I;0
2023;MEI;RUTE: A102;21;RUMAH TANGGA A;188;Gol. II;3059
2023;MEI;RUTE: A102;22;YAYASAN SOSIAL;1;Gol. I;290
2023;MEI;RUTE: A102;23;RUMAH SAKIT PEMERINTAH;3;Gol. III;14700
2023;MEI;RUTE: A102;24;RUMAH TANGGA B;41;Gol. II;770
2023;MEI;RUTE: A102;25;RUMAH TANGGA C;3;Gol. II;43
2023;MEI;RUTE: A102;31;NIAGA KECIL;35;Gol. III;485
2023;MEI;RUTE: A102;32;INSTANSI PEMERINTAH;14;Gol. III;321
2023;MEI;RUTE: A103;13;RUMAH IBADAH;1;Gol. I;198
2023;MEI;RUTE: A103;21;RUMAH TANGGA A;164;Gol. II;2615
2023;MEI;RUTE: A103;24;RUMAH TANGGA B;14;Gol. II;200
2023;MEI;RUTE: A103;25;RUMAH TANGGA C;1;Gol. II;17
2023;MEI;RUTE: A103;31;NIAGA KECIL;1;Gol. III;2
2023;MEI;RUTE: A103;32;INSTANSI PEMERINTAH;2;Gol. III;40
2023;MEI;RUTE: A104;13;RUMAH IBADAH;3;Gol. I;147
2023;MEI;RUTE: A104;15;SEKOLAH NEGERI;1;Gol. III;24
2023;MEI;RUTE: A104;21;RUMAH TANGGA A;483;Gol. II;9584
2023;MEI;RUTE: A104;22;YAYASAN SOSIAL;3;Gol. I;147
2023;MEI;RUTE: A104;24;RUMAH TANGGA B;385;Gol. II;7295
2023;MEI;RUTE: A104;25;RUMAH TANGGA C;38;Gol. II;1217
2023;MEI;RUTE: A104;26;RUMAH TANGGA D;6;Gol. II;97
2023;MEI;RUTE: A104;31;NIAGA KECIL;13;Gol. III;316
2023;MEI;RUTE: A104;32;INSTANSI PEMERINTAH;4;Gol. III;2900
2023;MEI;RUTE: A104;33;NIAGA MENENGAH;1;Gol. III;387
2023;MEI;RUTE: A105;13;RUMAH IBADAH;2;Gol. I;93
2023;MEI;RUTE: A105;21;RUMAH TANGGA A;167;Gol. II;3011
2023;MEI;RUTE: A105;24;RUMAH TANGGA B;65;Gol. II;1108
2023;MEI;RUTE: A105;25;RUMAH TANGGA C;1;Gol. II;38
2023;MEI;RUTE: A105;26;RUMAH TANGGA D;2;Gol. II;81
2023;MEI;RUTE: A105;31;NIAGA KECIL;3;Gol. III;82
2023;MEI;RUTE: A106;21;RUMAH TANGGA A;96;Gol. II;1807
2023;MEI;RUTE: A106;22;YAYASAN SOSIAL;3;Gol. I;31
2023;MEI;RUTE: A106;24;RUMAH TANGGA B;8;Gol. II;247
2023;MEI;RUTE: A106;25;RUMAH TANGGA C;3;Gol. II;131
2023;MEI;RUTE: A107;13;RUMAH IBADAH;2;Gol. I;41
2023;MEI;RUTE: A107;21;RUMAH TANGGA A;27;Gol. II;512
2023;MEI;RUTE: A107;24;RUMAH TANGGA B;159;Gol. II;3488
2023;MEI;RUTE: A107;25;RUMAH TANGGA C;14;Gol. II;569
2023;MEI;RUTE: A107;26;RUMAH TANGGA D;1;Gol. II;3
2023;MEI;RUTE: A107;31;NIAGA KECIL;4;Gol. III;177
2023;MEI;RUTE: A107;36;FIRE HYDRANT;1;Gol. I;10
2023;MEI;RUTE: A108;12;KAMAR MANDI UMUM;1;Gol. I;0
2023;MEI;RUTE: A108;15;SEKOLAH NEGERI;1;Gol. III;7
2023;MEI;RUTE: A108;21;RUMAH TANGGA A;68;Gol. II;1427
2023;MEI;RUTE: A108;22;YAYASAN SOSIAL;1;Gol. I;80
2023;MEI;RUTE: A108;24;RUMAH TANGGA B;258;Gol. II;3806
2023;MEI;RUTE: A108;25;RUMAH TANGGA C;2;Gol. II;45
2023;MEI;RUTE: A108;31;NIAGA KECIL;26;Gol. III;271
2023;MEI;RUTE: A108;32;INSTANSI PEMERINTAH;9;Gol. III;307
2023;MEI;RUTE: A108;46;TNI / POLRI;4;Gol. III;270
2023;MEI;RUTE: A109;21;RUMAH TANGGA A;70;Gol. II;1119
2023;MEI;RUTE: A109;22;YAYASAN SOSIAL;1;Gol. I;89
2023;MEI;RUTE: A109;24;RUMAH TANGGA B;80;Gol. II;1369
2023;MEI;RUTE: A109;25;RUMAH TANGGA C;2;Gol. II;59
2023;MEI;RUTE: A109;31;NIAGA KECIL;5;Gol. III;18
2023;MEI;RUTE: A109;32;INSTANSI PEMERINTAH;1;Gol. III;7
2023;MEI;RUTE: A110;11;HIDRAN UMUM;1;Gol. I;5
2023;MEI;RUTE: A110;13;RUMAH IBADAH;2;Gol. I;146
2023;MEI;RUTE: A110;14;PANTI ASUHAN;1;Gol. I;31
2023;MEI;RUTE: A110;15;SEKOLAH NEGERI;3;Gol. III;98
2023;MEI;RUTE: A110;21;RUMAH TANGGA A;185;Gol. II;3259
2023;MEI;RUTE: A110;22;YAYASAN SOSIAL;3;Gol. I;115
2023;MEI;RUTE: A110;24;RUMAH TANGGA B;50;Gol. II;745
2023;MEI;RUTE: A110;25;RUMAH TANGGA C;1;Gol. II;23
2023;MEI;RUTE: A110;26;RUMAH TANGGA D;1;Gol. II;122
2023;MEI;RUTE: A110;31;NIAGA KECIL;2;Gol. III;19
2023;MEI;RUTE: A111;13;RUMAH IBADAH;4;Gol. I;340
2023;MEI;RUTE: A111;15;SEKOLAH NEGERI;4;Gol. III;154
2023;MEI;RUTE: A111;21;RUMAH TANGGA A;133;Gol. II;3049
2023;MEI;RUTE: A111;24;RUMAH TANGGA B;255;Gol. II;4431
2023;MEI;RUTE: A111;25;RUMAH TANGGA C;5;Gol. II;186
2023;MEI;RUTE: A111;31;NIAGA KECIL;40;Gol. III;807
2023;MEI;RUTE: A111;32;INSTANSI PEMERINTAH;8;Gol. III;958
2023;MEI;RUTE: A111;33;NIAGA MENENGAH;1;Gol. III;128
2023;MEI;RUTE: A111;46;TNI / POLRI;1;Gol. III;42
2023;MEI;RUTE: A112;13;RUMAH IBADAH;2;Gol. I;12
2023;MEI;RUTE: A112;15;SEKOLAH NEGERI;1;Gol. III;0
2023;MEI;RUTE: A112;21;RUMAH TANGGA A;182;Gol. II;2177
2023;MEI;RUTE: A112;22;YAYASAN SOSIAL;1;Gol. I;4
2023;MEI;RUTE: A112;23;RUMAH SAKIT PEMERINTAH;1;Gol. III;190
2023;MEI;RUTE: A112;24;RUMAH TANGGA B;67;Gol. II;1255
2023;MEI;RUTE: A112;31;NIAGA KECIL;16;Gol. III;251
2023;MEI;RUTE: A113;11;HIDRAN UMUM;1;Gol. I;2
2023;MEI;RUTE: A113;13;RUMAH IBADAH;3;Gol. I;425
2023;MEI;RUTE: A113;15;SEKOLAH NEGERI;2;Gol. III;60
2023;MEI;RUTE: A113;21;RUMAH TANGGA A;234;Gol. II;3350
2023;MEI;RUTE: A113;22;YAYASAN SOSIAL;3;Gol. I;34
2023;MEI;RUTE: A113;24;RUMAH TANGGA B;109;Gol. II;2786
2023;MEI;RUTE: A113;25;RUMAH TANGGA C;4;Gol. II;179
2023;MEI;RUTE: A113;31;NIAGA KECIL;34;Gol. III;519
2023;MEI;RUTE: A113;32;INSTANSI PEMERINTAH;4;Gol. III;62
2023;MEI;RUTE: A114;13;RUMAH IBADAH;2;Gol. I;0
2023;MEI;RUTE: A114;15;SEKOLAH NEGERI;1;Gol. III;3
2023;MEI;RUTE: A114;21;RUMAH TANGGA A;51;Gol. II;553
2023;MEI;RUTE: A114;22;YAYASAN SOSIAL;1;Gol. I;35
2023;MEI;RUTE: A114;24;RUMAH TANGGA B;100;Gol. II;1634
2023;MEI;RUTE: A114;31;NIAGA KECIL;12;Gol. III;161
2023;MEI;RUTE: A114;36;FIRE HYDRANT;1;Gol. I;12
2023;MEI;RUTE: A115;13;RUMAH IBADAH;3;Gol. I;349
2023;MEI;RUTE: A115;21;RUMAH TANGGA A;110;Gol. II;1852
2023;MEI;RUTE: A115;22;YAYASAN SOSIAL;1;Gol. I;0
2023;MEI;RUTE: A115;24;RUMAH TANGGA B;24;Gol. II;416
2023;MEI;RUTE: A115;25;RUMAH TANGGA C;1;Gol. II;26
2023;MEI;RUTE: A115;32;INSTANSI PEMERINTAH;1;Gol. III;0
2023;MEI;RUTE: A116;13;RUMAH IBADAH;1;Gol. I;10
2023;MEI;RUTE: A116;21;RUMAH TANGGA A;12;Gol. II;270
2023;MEI;RUTE: A116;24;RUMAH TANGGA B;111;Gol. II;1351
2023;MEI;RUTE: A116;32;INSTANSI PEMERINTAH;1;Gol. III;1
2023;MEI;RUTE: A117;13;RUMAH IBADAH;1;Gol. I;2
2023;MEI;RUTE: A117;21;RUMAH TANGGA A;4;Gol. II;23
2023;MEI;RUTE: A117;24;RUMAH TANGGA B;10;Gol. II;174
2023;MEI;RUTE: A118;21;RUMAH TANGGA A;22;Gol. II;159
2023;MEI;RUTE: A118;22;YAYASAN SOSIAL;1;Gol. I;172
2023;MEI;RUTE: A118;24;RUMAH TANGGA B;77;Gol. II;1024
2023;MEI;RUTE: A118;25;RUMAH TANGGA C;1;Gol. II;0
2023;MEI;RUTE: A118;31;NIAGA KECIL;7;Gol. III;56
2023;MEI;RUTE: A119;21;RUMAH TANGGA A;5;Gol. II;46
2023;MEI;RUTE: A119;24;RUMAH TANGGA B;1;Gol. II;34
2023;MEI;RUTE: A120;21;RUMAH TANGGA A;10;Gol. II;132
2023;MEI;RUTE: A120;24;RUMAH TANGGA B;14;Gol. II;198
2023;MEI;RUTE: A120;31;NIAGA KECIL;1;Gol. III;1
2023;MEI;RUTE: A121;21;RUMAH TANGGA A;26;Gol. II;454
2023;MEI;RUTE: A121;24;RUMAH TANGGA B;10;Gol. II;162
2023;MEI;RUTE: A122;21;RUMAH TANGGA A;25;Gol. II;473
2023;MEI;RUTE: A122;24;RUMAH TANGGA B;24;Gol. II;337
2023;MEI;RUTE: A123;21;RUMAH TANGGA A;3;Gol. II;49
2023;MEI;RUTE: A124;21;RUMAH TANGGA A;1;Gol. II;10
2023;MEI;RUTE: A125;21;RUMAH TANGGA A;2;Gol. II;17
2023;MEI;RUTE: A125;24;RUMAH TANGGA B;3;Gol. II;19
2023;MEI;RUTE: A126;21;RUMAH TANGGA A;12;Gol. II;277
2023;MEI;RUTE: A126;24;RUMAH TANGGA B;112;Gol. II;1487
2023;MEI;RUTE: A126;25;RUMAH TANGGA C;1;Gol. II;9
2023;MEI;RUTE: A126;31;NIAGA KECIL;8;Gol. III;92
2023;MEI;RUTE: A127;21;RUMAH TANGGA A;3;Gol. II;61
2023;MEI;RUTE: A127;24;RUMAH TANGGA B;8;Gol. II;91
2023;MEI;RUTE: A127;31;NIAGA KECIL;1;Gol. III;9
2023;MEI;RUTE: A128;21;RUMAH TANGGA A;21;Gol. II;367
2023;MEI;RUTE: A128;24;RUMAH TANGGA B;14;Gol. II;254
2023;MEI;RUTE: A129;15;SEKOLAH NEGERI;1;Gol. III;0
2023;MEI;RUTE: A129;21;RUMAH TANGGA A;32;Gol. II;258
2023;MEI;RUTE: A129;24;RUMAH TANGGA B;16;Gol. II;142
2023;MEI;RUTE: A130;13;RUMAH IBADAH;3;Gol. I;334
2023;MEI;RUTE: A130;15;SEKOLAH NEGERI;4;Gol. III;113
2023;MEI;RUTE: A130;21;RUMAH TANGGA A;289;Gol. II;4219
2023;MEI;RUTE: A130;23;RUMAH SAKIT PEMERINTAH;1;Gol. III;10
2023;MEI;RUTE: A130;24;RUMAH TANGGA B;42;Gol. II;736
2023;MEI;RUTE: A130;25;RUMAH TANGGA C;1;Gol. II;26
2023;MEI;RUTE: A130;26;RUMAH TANGGA D;1;Gol. II;33
2023;MEI;RUTE: A130;31;NIAGA KECIL;67;Gol. III;888
2023;MEI;RUTE: A130;32;INSTANSI PEMERINTAH;2;Gol. III;6
2023;MEI;RUTE: A131;21;RUMAH TANGGA A;4;Gol. II;44
2023;MEI;RUTE: A131;24;RUMAH TANGGA B;2;Gol. II;43
2023;MEI;RUTE: A131;31;NIAGA KECIL;3;Gol. III;13
2023;MEI;RUTE: A132;21;RUMAH TANGGA A;4;Gol. II;43
2023;MEI;RUTE: A132;24;RUMAH TANGGA B;3;Gol. II;54
2023;MEI;RUTE: A132;25;RUMAH TANGGA C;1;Gol. II;15
2023;MEI;RUTE: A132;31;NIAGA KECIL;1;Gol. III;13
2023;MEI;RUTE: A133;21;RUMAH TANGGA A;11;Gol. II;164
2023;MEI;RUTE: A133;24;RUMAH TANGGA B;8;Gol. II;135
2023;MEI;RUTE: A134;21;RUMAH TANGGA A;12;Gol. II;135
2023;MEI;RUTE: A134;24;RUMAH TANGGA B;1;Gol. II;0
2023;MEI;RUTE: A135;21;RUMAH TANGGA A;6;Gol. II;45
2023;MEI;RUTE: A135;24;RUMAH TANGGA B;2;Gol. II;24
2023;MEI;RUTE: A136;21;RUMAH TANGGA A;6;Gol. II;27
2023;MEI;RUTE: A136;24;RUMAH TANGGA B;7;Gol. II;40
2023;MEI;RUTE: A137;21;RUMAH TANGGA A;20;Gol. II;346
2023;MEI;RUTE: A137;24;RUMAH TANGGA B;2;Gol. II;57
2023;MEI;RUTE: A138;24;RUMAH TANGGA B;74;Gol. II;941
2023;MEI;RUTE: A139;13;RUMAH IBADAH;1;Gol. I;0
2023;MEI;RUTE: A140;21;RUMAH TANGGA A;51;Gol. II;441
2023;MEI;RUTE: A141;22;YAYASAN SOSIAL;1;Gol. I;11
2023;MEI;RUTE: A142;24;RUMAH TANGGA B;22;Gol. II;315
2023;MEI;RUTE: A143;32;INSTANSI PEMERINTAH;1;Gol. III;0
2023;MEI;RUTE: A140;24;RUMAH TANGGA B;78;Gol. II;1020
2023;MEI;RUTE: A140;31;NIAGA KECIL;2;Gol. III;6
2023;MEI;RUTE: A141;21;RUMAH TANGGA A;3;Gol. II;21
2023;MEI;RUTE: A141;24;RUMAH TANGGA B;133;Gol. II;2048
2023;MEI;RUTE: A141;31;NIAGA KECIL;3;Gol. III;24
2023;MEI;RUTE: A142;13;RUMAH IBADAH;1;Gol. I;75
2023;MEI;RUTE: A142;15;SEKOLAH NEGERI;1;Gol. III;131
2023;MEI;RUTE: A142;21;RUMAH TANGGA A;129;Gol. II;2066
2023;MEI;RUTE: A142;24;RUMAH TANGGA B;9;Gol. II;156
2023;MEI;RUTE: A142;31;NIAGA KECIL;4;Gol. III;36
2023;MEI;RUTE: A142;32;INSTANSI PEMERINTAH;2;Gol. III;44
2023;MEI;RUTE: A143;13;RUMAH IBADAH;2;Gol. I;147
2023;MEI;RUTE: A143;21;RUMAH TANGGA A;38;Gol. II;570
2023;MEI;RUTE: A143;24;RUMAH TANGGA B;51;Gol. II;684
2023;MEI;RUTE: A143;31;NIAGA KECIL;1;Gol. III;22
2023;MEI;RUTE: A143;33;NIAGA MENENGAH;1;Gol. III;263
2023;MEI;RUTE: A144;21;RUMAH TANGGA A;68;Gol. II;950
2023;MEI;RUTE: A144;24;RUMAH TANGGA B;3;Gol. II;73
2023;MEI;RUTE: A145;21;RUMAH TANGGA A;68;Gol. II;1659
2023;MEI;RUTE: A145;24;RUMAH TANGGA B;1;Gol. II;36
2023;MEI;RUTE: A146;12;KAMAR MANDI UMUM;1;Gol. I;194
2023;MEI;RUTE: A146;15;SEKOLAH NEGERI;3;Gol. III;416
2023;MEI;RUTE: A146;21;RUMAH TANGGA A;8;Gol. II;136
2023;MEI;RUTE: A146;24;RUMAH TANGGA B;8;Gol. II;69
2023;MEI;RUTE: A146;31;NIAGA KECIL;2;Gol. III;35
2023;MEI;RUTE: A146;32;INSTANSI PEMERINTAH;25;Gol. III;1685
2023;MEI;RUTE: A146;46;TNI / POLRI;2;Gol. III;38
2023;MEI;RUTE: A147;13;RUMAH IBADAH;1;Gol. I;3
2023;MEI;RUTE: A147;21;RUMAH TANGGA A;56;Gol. II;482
2023;MEI;RUTE: A147;24;RUMAH TANGGA B;52;Gol. II;716
2023;MEI;RUTE: A148;21;RUMAH TANGGA A;54;Gol. II;536
2023;MEI;RUTE: A148;22;YAYASAN SOSIAL;1;Gol. I;82
2023;MEI;RUTE: A148;24;RUMAH TANGGA B;23;Gol. II;490
2023;MEI;RUTE: A148;31;NIAGA KECIL;10;Gol. III;142
2023;MEI;RUTE: A148;32;INSTANSI PEMERINTAH;1;Gol. III;1
2023;MEI;RUTE: A149;21;RUMAH TANGGA A;1;Gol. II;19
2023;MEI;RUTE: A149;24;RUMAH TANGGA B;4;Gol. II;44
2023;MEI;RUTE: A149;31;NIAGA KECIL;1;Gol. III;9
2023;MEI;RUTE: A150;21;RUMAH TANGGA A;51;Gol. II;575
2023;MEI;RUTE: A150;24;RUMAH TANGGA B;1;Gol. II;24
2023;MEI;RUTE: A151;21;RUMAH TANGGA A;23;Gol. II;234
2023;MEI;RUTE: A151;24;RUMAH TANGGA B;1;Gol. II;24
2023;MEI;RUTE: A152;11;HIDRAN UMUM;1;Gol. I;0
2023;MEI;RUTE: A152;21;RUMAH TANGGA A;5;Gol. II;1
2023;MEI;RUTE: A152;24;RUMAH TANGGA B;22;Gol. II;124
2023;MEI;RUTE: A153;13;RUMAH IBADAH;2;Gol. I;63
2023;MEI;RUTE: A153;21;RUMAH TANGGA A;149;Gol. II;888
2023;MEI;RUTE: A153;24;RUMAH TANGGA B;16;Gol. II;254
2023;MEI;RUTE: A153;32;INSTANSI PEMERINTAH;2;Gol. III;36
2023;MEI;RUTE: A154;13;RUMAH IBADAH;1;Gol. I;0
2023;MEI;RUTE: A154;21;RUMAH TANGGA A;25;Gol. II;483
2023;MEI;RUTE: A154;24;RUMAH TANGGA B;30;Gol. II;428
2023;MEI;RUTE: A154;25;RUMAH TANGGA C;1;Gol. II;4
2023;MEI;RUTE: A154;31;NIAGA KECIL;8;Gol. III;201
2023;MEI;RUTE: A154;44;KLINIK PEMERINTAH;1;Gol. III;13
2023;JUNI;RUTE: A101;13;RUMAH IBADAH;2;Gol. I;1092
2023;JUNI;RUTE: A101;15;SEKOLAH NEGERI;2;Gol. III;75
2023;JUNI;RUTE: A101;21;RUMAH TANGGA A;142;Gol. II;3031
2023;JUNI;RUTE: A101;24;RUMAH TANGGA B;53;Gol. II;1254
2023;JUNI;RUTE: A101;25;RUMAH TANGGA C;3;Gol. II;168
2023;JUNI;RUTE: A101;31;NIAGA KECIL;192;Gol. III;4542
2023;JUNI;RUTE: A101;32;INSTANSI PEMERINTAH;13;Gol. III;2225
2023;JUNI;RUTE: A101;33;NIAGA MENENGAH;3;Gol. III;203
2023;JUNI;RUTE: A101;36;FIRE HYDRANT;3;Gol. I;30
2023;JUNI;RUTE: A101;46;TNI / POLRI;1;Gol. III;3389
2023;JUNI;RUTE: A102;13;RUMAH IBADAH;1;Gol. I;0
2023;JUNI;RUTE: A102;21;RUMAH TANGGA A;188;Gol. II;3102
2023;JUNI;RUTE: A102;22;YAYASAN SOSIAL;1;Gol. I;311
2023;JUNI;RUTE: A102;23;RUMAH SAKIT PEMERINTAH;3;Gol. III;13000
2023;JUNI;RUTE: A102;24;RUMAH TANGGA B;41;Gol. II;890
2023;JUNI;RUTE: A102;25;RUMAH TANGGA C;3;Gol. II;42
2023;JUNI;RUTE: A102;31;NIAGA KECIL;35;Gol. III;560
2023;JUNI;RUTE: A102;32;INSTANSI PEMERINTAH;14;Gol. III;410
2023;JUNI;RUTE: A103;13;RUMAH IBADAH;1;Gol. I;201
2023;JUNI;RUTE: A103;21;RUMAH TANGGA A;162;Gol. II;2751
2023;JUNI;RUTE: A103;24;RUMAH TANGGA B;14;Gol. II;233
2023;JUNI;RUTE: A103;25;RUMAH TANGGA C;1;Gol. II;20
2023;JUNI;RUTE: A103;31;NIAGA KECIL;1;Gol. III;1
2023;JUNI;RUTE: A103;32;INSTANSI PEMERINTAH;2;Gol. III;31
2023;JUNI;RUTE: A104;13;RUMAH IBADAH;3;Gol. I;228
2023;JUNI;RUTE: A104;15;SEKOLAH NEGERI;1;Gol. III;29
2023;JUNI;RUTE: A104;21;RUMAH TANGGA A;482;Gol. II;8850
2023;JUNI;RUTE: A104;22;YAYASAN SOSIAL;3;Gol. I;81
2023;JUNI;RUTE: A104;24;RUMAH TANGGA B;389;Gol. II;6929
2023;JUNI;RUTE: A104;25;RUMAH TANGGA C;38;Gol. II;1096
2023;JUNI;RUTE: A104;26;RUMAH TANGGA D;6;Gol. II;107
2023;JUNI;RUTE: A104;31;NIAGA KECIL;13;Gol. III;360
2023;JUNI;RUTE: A104;32;INSTANSI PEMERINTAH;4;Gol. III;2959
2023;JUNI;RUTE: A104;33;NIAGA MENENGAH;1;Gol. III;545
2023;JUNI;RUTE: A105;13;RUMAH IBADAH;2;Gol. I;103
2023;JUNI;RUTE: A105;21;RUMAH TANGGA A;167;Gol. II;3494
2023;JUNI;RUTE: A105;24;RUMAH TANGGA B;66;Gol. II;1124
2023;JUNI;RUTE: A105;25;RUMAH TANGGA C;1;Gol. II;36
2023;JUNI;RUTE: A105;26;RUMAH TANGGA D;2;Gol. II;92
2023;JUNI;RUTE: A105;31;NIAGA KECIL;3;Gol. III;105
2023;JUNI;RUTE: A106;21;RUMAH TANGGA A;96;Gol. II;1439
2023;JUNI;RUTE: A106;22;YAYASAN SOSIAL;3;Gol. I;57
2023;JUNI;RUTE: A106;24;RUMAH TANGGA B;8;Gol. II;235
2023;JUNI;RUTE: A106;25;RUMAH TANGGA C;3;Gol. II;91
2023;JUNI;RUTE: A107;13;RUMAH IBADAH;2;Gol. I;51
2023;JUNI;RUTE: A107;21;RUMAH TANGGA A;27;Gol. II;496
2023;JUNI;RUTE: A107;24;RUMAH TANGGA B;159;Gol. II;3342
2023;JUNI;RUTE: A107;25;RUMAH TANGGA C;14;Gol. II;428
2023;JUNI;RUTE: A107;26;RUMAH TANGGA D;1;Gol. II;2
2023;JUNI;RUTE: A107;31;NIAGA KECIL;4;Gol. III;183
2023;JUNI;RUTE: A107;36;FIRE HYDRANT;1;Gol. I;10
2023;JUNI;RUTE: A108;12;KAMAR MANDI UMUM;1;Gol. I;8
2023;JUNI;RUTE: A108;13;RUMAH IBADAH;1;Gol. I;9
2023;JUNI;RUTE: A108;15;SEKOLAH NEGERI;1;Gol. III;38
2023;JUNI;RUTE: A108;21;RUMAH TANGGA A;69;Gol. II;1570
2023;JUNI;RUTE: A108;22;YAYASAN SOSIAL;1;Gol. I;80
2023;JUNI;RUTE: A108;24;RUMAH TANGGA B;261;Gol. II;4038
2023;JUNI;RUTE: A108;25;RUMAH TANGGA C;2;Gol. II;91
2023;JUNI;RUTE: A108;31;NIAGA KECIL;27;Gol. III;296
2023;JUNI;RUTE: A108;32;INSTANSI PEMERINTAH;9;Gol. III;410
2023;JUNI;RUTE: A108;46;TNI / POLRI;4;Gol. III;297
2023;JUNI;RUTE: A109;21;RUMAH TANGGA A;70;Gol. II;1144
2023;JUNI;RUTE: A109;22;YAYASAN SOSIAL;1;Gol. I;85
2023;JUNI;RUTE: A109;24;RUMAH TANGGA B;80;Gol. II;1579
2023;JUNI;RUTE: A109;25;RUMAH TANGGA C;2;Gol. II;49
2023;JUNI;RUTE: A109;31;NIAGA KECIL;5;Gol. III;6
2023;JUNI;RUTE: A109;32;INSTANSI PEMERINTAH;1;Gol. III;12
2023;JUNI;RUTE: A110;11;HIDRAN UMUM;1;Gol. I;9
2023;JUNI;RUTE: A110;13;RUMAH IBADAH;2;Gol. I;151
2023;JUNI;RUTE: A110;14;PANTI ASUHAN;1;Gol. I;39
2023;JUNI;RUTE: A110;15;SEKOLAH NEGERI;3;Gol. III;36
2023;JUNI;RUTE: A110;21;RUMAH TANGGA A;185;Gol. II;3224
2023;JUNI;RUTE: A110;22;YAYASAN SOSIAL;3;Gol. I;178
2023;JUNI;RUTE: A110;24;RUMAH TANGGA B;50;Gol. II;788
2023;JUNI;RUTE: A110;25;RUMAH TANGGA C;1;Gol. II;80
2023;JUNI;RUTE: A110;26;RUMAH TANGGA D;1;Gol. II;52
2023;JUNI;RUTE: A110;31;NIAGA KECIL;2;Gol. III;39
2023;JUNI;RUTE: A111;13;RUMAH IBADAH;4;Gol. I;359
2023;JUNI;RUTE: A111;15;SEKOLAH NEGERI;4;Gol. III;204
2023;JUNI;RUTE: A111;21;RUMAH TANGGA A;133;Gol. II;3301
